name,affiliation,lettergroup,inferredgender,inferredethnicity,inferredisurm,highered,institution,research,country,role,security,field,simplefield
timothy ferdinands,alfred university,A Only,man,NA,NA,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
andres mejia,university of pennsylvania,A Only,man,latinx,urm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
spencer hamblen,mcdaniel college,A Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
aris winger,georgia gwinnett college,A Only,man,black,urm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
david dynerman,chan zuckerberg biohub,A Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
mindy capaldi,valparaiso university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
joshua wiscons,california state university sacramento,A Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
doug burkholder,lenoirrhyne university,A Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
parker glynn adey,university of toronto,A Only,man,white,noturm,highered,international,moreri,canada,assistant,lesssecure,math,mathstat
claudio gäè_äè__mez gonzäè_äè__les,university of chicago,A Only,man,latinx,urm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
robert kelvey,college of wooster,A Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
natalie downey,university of colorado,A Only,woman,NA,NA,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
"joseph e hibdon, jr",northeastern illinois university,A Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
alexander hoover,university of akron,A Only,man,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
charles d camp,cal poly san luis obispo,A Only,man,NA,NA,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
dominic canzanese,villanova university,A Only,man,NA,NA,highered,domesticr2,lessri,NA,ntt,lesssecure,math,mathstat
ajeet gary,new york university,A Only,man,asian,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
valerie peterson,university of portland,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
vanessa aguirre,san francisco state university,A Only,woman,NA,NA,highered,domesticother,lessri,NA,NA,NA,math,mathstat
michole washington,university of michigan,A Only,woman,black,urm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
jo hardin,pomona college,A Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
mollee shultz,university of michigan,A Only,woman,asian,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,mathed,mathed
michelle snider,ida center for computing analysis,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,NA,NA,NA,NA
michael s gagliardo,california lutheran university,A Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
eliza gallagher,clemson university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,mathed,mathed
monica vandieren,robert morris university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
hayley milbourne,university of san diego,A Only,woman,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
ander erickson,university of washington tacoma,A Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,mathed,mathed
thomas dick,oregon state university,A Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
cody l patterson,texas state university,A Only,man,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,mathed,mathed
patrick bahls,university of north carolina asheville,A Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
chris rasmussen,san diego state university,A Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,mathed,mathed
tim mceldowney,west virginia university,A Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
maia averett,mills college,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
nicole infante,west virginia university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,mathed,mathed
karoline pershell,association for women in mathematics,A Only,woman,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
prateek kunwar,university of hawaii at manoa,A Only,man,asian,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
stephanie garofalo,georgia state university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
nicole eikmeier,grinnell college,A Only,woman,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
widodo samyono,jarvis christian college,A Only,man,asian,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
katrin wehrheim,university of california berkeley,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
nate brown,pennsylvania state university,A Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
travis morrison,university of waterloo,A Only,man,white,noturm,highered,international,moreri,canada,ntt,lesssecure,other,other
cameron byerley,university of georgia,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,mathed,mathed
taro shima,city college of new york,A Only,man,asian,noturm,highered,domesticr2,lessri,NA,grad,lesssecure,math,mathstat
william worden,rice university,A Only,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
emily braley,harvard university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,mathed,mathed
kamuela yong,university of hawaii west oahu,A Only,man,pacific,urm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
krista bresock,west virginia university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
mary e pilgrim,san diego state university,A Only,woman,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
sasha townsend,tulsa community college,A Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
pamela e harris,williams college,A Only,woman,latinx,urm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
sally collins,georgia institute of technology,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
elaine lande,university of michigan,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
travis shrontz,georgia institute of technology,A Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,comp,other
pierre albin,university of illinois,A Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
emily cilli turner,university of la verne,A Only,woman,NA,NA,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
elizabeth munch,michigan state university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
emily riehl,johns hopkins university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
eileen fernandez,montclair state university,A Only,woman,NA,NA,highered,domesticr2,lessri,NA,associate,moresecure,math,mathstat
rosalie belanger rioux,mcgill university,A Only,woman,white,noturm,highered,international,moreri,canada,ntt,lesssecure,math,mathstat
justin troyka,york university,A Only,man,white,noturm,highered,international,moreri,canada,ntt,lesssecure,math,mathstat
amanda hattaway,wentworth institute of technology,A Only,woman,white,noturm,highered,domesticother,lessri,NA,staff,lesssecure,math,mathstat
anschel schaffer cohen,university of pennsylvania,A Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
eric kuennen,university of wisconsin oshkosh,A Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
andrea heald,university of washington,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
marianne korten,kansas state university,A Only,woman,latinx,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
joshua batson,chan zuckerberg biohub,A Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
karen thomas,edgewood college,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
johanna franklin,hofstra university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
eric eager,pro football focus,A Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
emily olson,millikin university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
geillan aly,university of hartford,A Only,woman,NA,NA,highered,domesticother,lessri,NA,assistant,lesssecure,mathed,mathed
caitlin beecham,georgia institute of technology,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
irma cruz white,chipola college,A Only,woman,latinx,urm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
casey monday,university of cincinnati,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
steven clontz,university of south alabama,A Only,man,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
caglar uyanik,yale university,A Only,man,middleeast,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
martha byrne,sonoma state university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,mathed,mathed
cameron d hill,wesleyan university,A Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
stacy musgrave,cal poly pomona,A Only,woman,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
david futer,temple university,A Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
suzanne lynch boyd,university of wisconsin milwaukee,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
john ross,southwestern university,A Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
kelly macarthur,university of utah,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
devlin mallory,university of michigan,A Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
marco v martinez,north central college,A Only,man,latinx,urm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
james äè_äè_lvarez,university of texas at arlington,A Only,man,latinx,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
julie theoret,northern vermont university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
lisa marano,west chester university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
mary k arthur,washington state university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,NA,NA,NA,NA
jacqueline jensen vallin,lamar university,A Only,woman,NA,NA,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
alice mark,vanderbilt university,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
brittany stephenson,lewis university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
thomas goodwillie,brown university,A Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
gail tang,university of la verne,A Only,woman,asian,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
shahriar shahriari,pomona college,A Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
ben ford,sonoma state university,A Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
hanna bennett,university of michigan,A Only,woman,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
kelly bubp,ohio university,A Only,woman,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
nicole m joseph,vanderbilt university,A Only,woman,black,urm,highered,domesticr1,moreri,NA,assistant,lesssecure,mathed,mathed
emek kose,st marys college of maryland,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
stefanie d livers,missouri state university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,mathed,mathed
aliza steurer,dominican university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
tim hsu,san jose state university,A Only,man,asian,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
elizabeth beer,ida center for computing analysis,A Only,woman,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
katie waddle,san francisco state university,A Only,woman,white,noturm,highered,domesticother,lessri,NA,NA,NA,math,mathstat
jeremy f strayer,middle tennessee state university,A Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
